Sample.Label,Area,Effort,distance,size,Region.Label,month,OBs
PC12,140000,3,9.9,2,Default,aug,WEC
PC12,140000,3,10.3,3,Default,aug,WEC
PC12,140000,3,12.6,2,Default,aug,WEC
PC12,140000,3,4.8,1,Default,aug,WEC
PC12,140000,3,6.5,1,Default,aug,WEC
PC12,140000,3,8.4,1,Default,aug,WEC
PC12,140000,3,8,1,Default,aug,WEC
PC12,140000,3,7.5,1,Default,aug,WEC
PC12,140000,3,14.48,3,Default,aug,WEC
PC12,140000,3,8.4,1,Default,aug,WEC
PC12,140000,3,11.28,1,Default,aug,WEC
PC12,140000,3,33.85,3,Default,aug,WEC
PC12,140000,3,32.97,4,Default,aug,WEC
PC12,140000,3,36.18,17,Default,aug,WEC
PC12,140000,3,36.18,1,Default,aug,WEC
PC12,140000,3,35.08,1,Default,aug,WEC
PC12,140000,3,35.16,3,Default,aug,WEC
PC12,140000,3,43.41,1,Default,aug,WEC
PC10,140000,3,6.65,1,Default,aug,WEC
PC10,140000,3,5.15,1,Default,aug,WEC
PC10,140000,3,6.93,3,Default,aug,WEC
PC10,140000,3,12.52,1,Default,aug,WEC
PC10,140000,3,12.23,1,Default,aug,WEC
PC10,140000,3,12.25,1,Default,aug,WEC
PC10,140000,3,10.89,2,Default,aug,WEC
PC10,140000,3,10.95,1,Default,aug,WEC
PC10,140000,3,13.15,1,Default,aug,WEC
PC10,140000,3,15.09,2,Default,aug,WEC
PC10,140000,3,13.78,1,Default,aug,WEC
PC10,140000,3,13.75,2,Default,aug,WEC
PC10,140000,3,13.75,1,Default,aug,WEC
PC10,140000,3,14.1,1,Default,aug,WEC
PC10,140000,3,12.4,2,Default,aug,WEC
PC10,140000,3,13.21,1,Default,aug,WEC
PC10,140000,3,31.2,1,Default,aug,WEC
PC10,140000,3,48.3,1,Default,aug,WEC
PC10,140000,3,48.3,1,Default,aug,WEC
PC10,140000,3,28.87,1,Default,aug,WEC
PC10,140000,3,6.37,1,Default,aug,WEC
PC10,140000,3,5.84,1,Default,aug,WEC
PC10,140000,3,9.7,1,Default,aug,WEC
PC10,140000,3,9.84,1,Default,aug,WEC
PC10,140000,3,5.7,3,Default,aug,WEC
PC10,140000,3,5.33,1,Default,aug,WEC
PC10,140000,3,5.37,1,Default,aug,WEC
PC10,140000,3,4.95,1,Default,aug,WEC
PC10,140000,3,19.44,1,Default,aug,WEC
PC10,140000,3,21.08,1,Default,aug,WEC
PC10,140000,3,19.44,2,Default,aug,WEC
PC10,140000,3,19.94,1,Default,aug,WEC
PC10,140000,3,39.79,2,Default,aug,WEC
PC10,140000,3,66.71,1,Default,aug,WEC
PC10,140000,3,70.72,1,Default,aug,WEC
PC10,140000,3,68.6,4,Default,aug,WEC
PC10,140000,3,70.92,1,Default,aug,WEC
PC09,140000,3,14.33,2,Default,aug,WEC
PC09,140000,3,16.78,2,Default,aug,WEC
PC09,140000,3,35.56,1,Default,aug,WEC
PC09,140000,3,37.78,2,Default,aug,WEC
PC09,140000,3,23.33,1,Default,aug,WEC
PC09,140000,3,22.93,1,Default,aug,WEC
PC09,140000,3,27.3,1,Default,aug,WEC
PC09,140000,3,23.66,1,Default,aug,WEC
PC09,140000,3,19.68,2,Default,aug,WEC
PC09,140000,3,19.94,1,Default,aug,WEC
PC09,140000,3,14.89,1,Default,aug,WEC
PC09,140000,3,23.76,1,Default,aug,WEC
PC09,140000,3,21.65,2,Default,aug,WEC
PC09,140000,3,24.26,2,Default,aug,WEC
PC09,140000,3,33.35,1,Default,aug,WEC
PC09,140000,3,13.73,1,Default,aug,WEC
PC09,140000,3,11.02,1,Default,aug,WEC
PC09,140000,3,17.12,1,Default,aug,WEC
PC09,140000,3,17.45,1,Default,aug,WEC
PC09,140000,3,34.87,1,Default,aug,WEC
PC09,140000,3,38.3,1,Default,aug,WEC
PC06,140000,3,9.23,4,Default,aug,WEC
PC06,140000,3,29.42,1,Default,aug,WEC
PC06,140000,3,30.45,3,Default,aug,WEC
PC06,140000,3,34.79,1,Default,aug,WEC
PC06,140000,3,18.37,1,Default,aug,WEC
PC06,140000,3,38.77,1,Default,aug,WEC
PC06,140000,3,8.35,2,Default,aug,WEC
PC06,140000,3,17.79,1,Default,aug,WEC
PC06,140000,3,18.33,1,Default,aug,WEC
PC06,140000,3,17.82,3,Default,aug,WEC
PC06,140000,3,16.32,1,Default,aug,WEC
PC06,140000,3,18.86,1,Default,aug,WEC
PC06,140000,3,17,1,Default,aug,WEC
PC06,140000,3,15.99,1,Default,aug,WEC
PC06,140000,3,17.52,1,Default,aug,WEC
PC06,140000,3,17.6,8,Default,aug,WEC
PC06,140000,3,8.2,1,Default,aug,WEC
PC06,140000,3,6.37,1,Default,aug,WEC
PC16,140000,3,4.5,1,Default,aug,ACM
PC16,140000,3,6.1,2,Default,aug,ACM
PC16,140000,3,6.3,1,Default,aug,ACM
PC16,140000,3,30.6,2,Default,aug,ACM
PC16,140000,3,20.6,1,Default,aug,ACM
PC16,140000,3,61.2,2,Default,aug,ACM
PC16,140000,3,21.8,1,Default,aug,ACM
PC16,140000,3,7.2,3,Default,aug,ACM
PC16,140000,3,11.6,2,Default,aug,ACM
PC16,140000,3,9.3,4,Default,aug,ACM
PC16,140000,3,6.4,2,Default,aug,ACM
PC16,140000,3,4.7,3,Default,aug,ACM
PC16,140000,3,12.7,5,Default,aug,ACM
PC16,140000,3,7.7,3,Default,aug,ACM
PC16,140000,3,13.8,4,Default,aug,ACM
PC14,140000,3,2.5,2,Default,aug,ACM
PC14,140000,3,8.5,2,Default,aug,ACM
PC14,140000,3,12,3,Default,aug,ACM
PC14,140000,3,9,3,Default,aug,ACM
PC14,140000,3,9.1,2,Default,aug,ACM
PC14,140000,3,8.7,2,Default,aug,ACM
PC14,140000,3,10.7,5,Default,aug,ACM
PC14,140000,3,3.4,5,Default,aug,ACM
PC14,140000,3,8.3,4,Default,aug,ACM
PC14,140000,3,13.1,6,Default,aug,ACM
PC14,140000,3,4.1,3,Default,aug,ACM
PC14,140000,3,6.7,1,Default,aug,ACM
PC11,140000,3,2.1,1,Default,aug,ACM
PC11,140000,3,7.1,6,Default,aug,ACM
PC11,140000,3,6.5,6,Default,aug,ACM
PC11,140000,3,15.8,2,Default,aug,ACM
PC08,140000,3,11.9,7,Default,aug,ACM
PC08,140000,3,8.1,1,Default,aug,ACM
PC08,140000,3,12.9,2,Default,aug,ACM
PC08,140000,3,12.7,1,Default,aug,ACM
PC08,140000,3,22.8,7,Default,aug,ACM
PC07,140000,3,10.6,4,Default,aug,ACM
PC07,140000,3,9.1,5,Default,aug,ACM
PC07,140000,3,9.8,1,Default,aug,ACM
PC03,140000,3,3.4,1,Default,aug,ACM
PC03,140000,3,32.3,3,Default,aug,ACM
PC03,140000,3,25,1,Default,aug,ACM
PC03,140000,3,13.3,1,Default,aug,ACM
PC06,140000,3,5.78,2,Default,aug,WEC
PC06,140000,3,8.32,1,Default,aug,WEC
PC06,140000,3,5.54,1,Default,aug,WEC
PC06,140000,3,16.25,6,Default,aug,WEC
PC06,140000,3,16.5,2,Default,aug,WEC
PC06,140000,3,18.29,2,Default,aug,WEC
PC06,140000,3,15.66,1,Default,aug,WEC
PC06,140000,3,18.45,4,Default,aug,WEC
PC06,140000,3,17.87,3,Default,aug,WEC
PC06,140000,3,7.82,1,Default,aug,WEC
PC06,140000,3,6.67,1,Default,aug,WEC
PC06,140000,3,7.37,1,Default,aug,WEC
PC06,140000,3,17.94,1,Default,aug,WEC
PC06,140000,3,14.65,1,Default,aug,WEC
PC09,140000,3,16.59,1,Default,aug,WEC
PC09,140000,3,12.99,2,Default,aug,WEC
PC09,140000,3,12.9,1,Default,aug,WEC
PC09,140000,3,13.25,2,Default,aug,WEC
PC09,140000,3,11.15,1,Default,aug,WEC
PC09,140000,3,28.92,1,Default,aug,WEC
PC09,140000,3,24.02,1,Default,aug,WEC
PC09,140000,3,21.84,1,Default,aug,WEC
PC09,140000,3,24.51,1,Default,aug,WEC
PC09,140000,3,21.78,1,Default,aug,WEC
PC09,140000,3,23.07,1,Default,aug,WEC
PC09,140000,3,15.95,1,Default,aug,WEC
PC09,140000,3,18.32,3,Default,aug,WEC
PC09,140000,3,26.17,1,Default,aug,WEC
PC09,140000,3,22.6,1,Default,aug,WEC
PC09,140000,3,18.18,1,Default,aug,WEC
PC09,140000,3,21.29,2,Default,aug,WEC
PC09,140000,3,21.88,1,Default,aug,WEC
PC09,140000,3,33.61,1,Default,aug,WEC
PC09,140000,3,37.1,1,Default,aug,WEC
PC09,140000,3,33.48,2,Default,aug,WEC
PC09,140000,3,58.43,1,Default,aug,WEC
PC09,140000,3,58.43,1,Default,aug,WEC
PC10,140000,3,5.14,1,Default,aug,WEC
PC10,140000,3,4.8,1,Default,aug,WEC
PC10,140000,3,5.88,1,Default,aug,WEC
PC10,140000,3,6.14,1,Default,aug,WEC
PC10,140000,3,5.17,1,Default,aug,WEC
PC10,140000,3,5.99,2,Default,aug,WEC
PC10,140000,3,6.81,1,Default,aug,WEC
PC10,140000,3,8.72,1,Default,aug,WEC
PC10,140000,3,11.4,1,Default,aug,WEC
PC10,140000,3,11.8,1,Default,aug,WEC
PC10,140000,3,11.52,1,Default,aug,WEC
PC10,140000,3,11.7,1,Default,aug,WEC
PC10,140000,3,10.83,1,Default,aug,WEC
PC10,140000,3,11.73,2,Default,aug,WEC
PC10,140000,3,12.73,1,Default,aug,WEC
PC10,140000,3,11.26,1,Default,aug,WEC
PC10,140000,3,9.97,2,Default,aug,WEC
PC10,140000,3,11.54,2,Default,aug,WEC
PC10,140000,3,12.03,1,Default,aug,WEC
PC10,140000,3,19.41,1,Default,aug,WEC
PC10,140000,3,25.17,1,Default,aug,WEC
PC10,140000,3,23.65,2,Default,aug,WEC
PC10,140000,3,33.79,2,Default,aug,WEC
PC10,140000,3,34.33,2,Default,aug,WEC
PC10,140000,3,10.79,1,Default,aug,WEC
PC10,140000,3,7.48,1,Default,aug,WEC
PC10,140000,3,10.95,1,Default,aug,WEC
PC10,140000,3,6.72,1,Default,aug,WEC
PC10,140000,3,14.76,1,Default,aug,WEC
PC10,140000,3,7.72,1,Default,aug,WEC
PC10,140000,3,8.75,1,Default,aug,WEC
PC10,140000,3,9.73,1,Default,aug,WEC
PC10,140000,3,7.39,2,Default,aug,WEC
PC10,140000,3,24.86,2,Default,aug,WEC
PC10,140000,3,23.73,1,Default,aug,WEC
PC10,140000,3,26.86,1,Default,aug,WEC
PC13,140000,3,14.47,1,Default,aug,WEC
PC13,140000,3,8.7,1,Default,aug,WEC
PC13,140000,3,4.48,1,Default,aug,WEC
PC13,140000,3,3.94,1,Default,aug,WEC
PC13,140000,3,21.75,1,Default,aug,WEC
PC13,140000,3,16.88,1,Default,aug,WEC
PC13,140000,3,14.8,1,Default,aug,WEC
PC13,140000,3,13.61,2,Default,aug,WEC
PC13,140000,3,8.73,1,Default,aug,WEC
PC13,140000,3,12.9,5,Default,aug,WEC
PC13,140000,3,10.57,1,Default,aug,WEC
PC13,140000,3,16.87,1,Default,aug,WEC
PC13,140000,3,14.38,1,Default,aug,WEC
PC13,140000,3,10,2,Default,aug,WEC
PC13,140000,3,10.47,1,Default,aug,WEC
PC13,140000,3,11.27,1,Default,aug,WEC
PC13,140000,3,13.78,1,Default,aug,WEC
PC13,140000,3,8.33,1,Default,aug,WEC
PC13,140000,3,6.54,2,Default,aug,WEC
PC13,140000,3,21.39,1,Default,aug,WEC
PC13,140000,3,21.81,1,Default,aug,WEC
PC13,140000,3,25.16,1,Default,aug,WEC
PC13,140000,3,25.95,1,Default,aug,WEC
PC13,140000,3,26.64,1,Default,aug,WEC
PC13,140000,3,26.64,1,Default,aug,WEC
PC12,140000,3,10.44,5,Default,aug,WEC
PC12,140000,3,12.49,1,Default,aug,WEC
PC12,140000,3,13.34,1,Default,aug,WEC
PC12,140000,3,12.01,1,Default,aug,WEC
PC12,140000,3,8.18,1,Default,aug,WEC
PC12,140000,3,15.93,1,Default,aug,WEC
PC12,140000,3,6.97,1,Default,aug,WEC
PC12,140000,3,5.95,1,Default,aug,WEC
PC12,140000,3,32.7,1,Default,aug,WEC
PC12,140000,3,33.95,10,Default,aug,WEC
PC12,140000,3,32.21,6,Default,aug,WEC
PC12,140000,3,30.2,5,Default,aug,WEC
PC12,140000,3,19.06,1,Default,aug,WEC
PC12,140000,3,12.66,1,Default,aug,WEC
PC12,140000,3,4.92,1,Default,aug,WEC
PC12,140000,3,9.93,2,Default,aug,WEC
PC12,140000,3,11.66,1,Default,aug,WEC
PC12,140000,3,11.94,1,Default,aug,WEC
PC12,140000,3,9.87,1,Default,aug,WEC
PC12,140000,3,12.88,2,Default,aug,WEC
PC12,140000,3,12.42,1,Default,aug,WEC
PC15,140000,3,2.71,1,Default,aug,WEC
PC15,140000,3,2.77,1,Default,aug,WEC
PC15,140000,3,2.58,1,Default,aug,WEC
PC15,140000,3,32.51,3,Default,aug,WEC
PC15,140000,3,31.26,1,Default,aug,WEC
PC15,140000,3,50.22,1,Default,aug,WEC
PC15,140000,3,48.96,1,Default,aug,WEC
PC15,140000,3,47.25,2,Default,aug,WEC
PC15,140000,3,46.96,2,Default,aug,WEC
PC15,140000,3,39.88,1,Default,aug,WEC
PC15,140000,3,38.87,1,Default,aug,WEC
PC15,140000,3,40.16,4,Default,aug,WEC
PC15,140000,3,42.3,3,Default,aug,WEC
PC15,140000,3,13.78,2,Default,aug,WEC
PC15,140000,3,12.73,1,Default,aug,WEC
PC15,140000,3,14.07,2,Default,aug,WEC
PC15,140000,3,12.89,2,Default,aug,WEC
PC15,140000,3,13.04,2,Default,aug,WEC
PC15,140000,3,11.92,1,Default,aug,WEC
PC15,140000,3,34,2,Default,aug,WEC
PC15,140000,3,37.13,1,Default,aug,WEC
PC15,140000,3,40.24,1,Default,aug,WEC
PC15,140000,3,27.94,1,Default,aug,WEC
PC15,140000,3,29.86,1,Default,aug,WEC
PC15,140000,3,41.81,2,Default,aug,WEC
PC15,140000,3,41.81,1,Default,aug,WEC
PC03,140000,3,7,2,Default,aug,ACM
PC03,140000,3,32.2,3,Default,aug,ACM
PC03,140000,3,23.2,3,Default,aug,ACM
PC03,140000,3,14,1,Default,aug,ACM
PC07,140000,3,12.6,1,Default,aug,ACM
PC07,140000,3,9,2,Default,aug,ACM
PC07,140000,3,11.3,8,Default,aug,ACM
PC07,140000,3,22.8,1,Default,aug,ACM
PC08,140000,3,8.6,5,Default,aug,ACM
PC08,140000,3,11.6,4,Default,aug,ACM
PC08,140000,3,22.2,13,Default,aug,ACM
PC08,140000,3,13,4,Default,aug,ACM
PC08,140000,3,23.8,1,Default,aug,ACM
PC11,140000,3,4,1,Default,aug,ACM
PC11,140000,3,6.8,7,Default,aug,ACM
PC11,140000,3,16.1,5,Default,aug,ACM
PC11,140000,3,4,4,Default,aug,ACM
PC11,140000,3,11.1,6,Default,aug,ACM
PC11,140000,3,7.7,3,Default,aug,ACM
PC14,140000,3,2.4,2,Default,aug,ACM
PC14,140000,3,6.5,8,Default,aug,ACM
PC14,140000,3,7.2,5,Default,aug,ACM
PC14,140000,3,9.3,5,Default,aug,ACM
PC14,140000,3,15.8,3,Default,aug,ACM
PC14,140000,3,5.1,5,Default,aug,ACM
PC14,140000,3,9.5,1,Default,aug,ACM
PC14,140000,3,10.6,1,Default,aug,ACM
PC14,140000,3,17.2,5,Default,aug,ACM
PC14,140000,3,14.1,2,Default,aug,ACM
PC16,140000,3,3.8,5,Default,aug,ACM
PC16,140000,3,10.1,1,Default,aug,ACM
PC16,140000,3,8.7,1,Default,aug,ACM
PC16,140000,3,32.4,5,Default,aug,ACM
PC16,140000,3,12.5,2,Default,aug,ACM
PC16,140000,3,10.1,3,Default,aug,ACM
PC16,140000,3,8.8,2,Default,aug,ACM
PC16,140000,3,9.8,7,Default,aug,ACM
PC16,140000,3,15.4,7,Default,aug,ACM
PC16,140000,3,33.7,1,Default,aug,ACM
PC16,140000,3,26.9,1,Default,aug,ACM
PC16,140000,3,23.9,8,Default,aug,ACM
PC03,140000,3,16.02,2,Default,aug,WEC
PC03,140000,3,12.74,1,Default,aug,WEC
PC03,140000,3,15.51,1,Default,aug,WEC
PC03,140000,3,58.57,1,Default,aug,WEC
PC03,140000,3,30.88,2,Default,aug,WEC
PC07,140000,3,8.88,1,Default,aug,WEC
PC07,140000,3,11.8,1,Default,aug,WEC
PC07,140000,3,11.35,1,Default,aug,WEC
PC07,140000,3,12.63,1,Default,aug,WEC
PC07,140000,3,11.71,1,Default,aug,WEC
PC07,140000,3,11.22,1,Default,aug,WEC
PC07,140000,3,10.45,1,Default,aug,WEC
PC07,140000,3,41.86,1,Default,aug,WEC
PC07,140000,3,60.57,1,Default,aug,WEC
PC07,140000,3,50.17,1,Default,aug,WEC
PC07,140000,3,50.17,1,Default,aug,WEC
PC07,140000,3,3.71,1,Default,aug,WEC
PC08,140000,3,5.48,1,Default,aug,WEC
PC08,140000,3,23.42,1,Default,aug,WEC
PC08,140000,3,21.5,1,Default,aug,WEC
PC08,140000,3,22.79,1,Default,aug,WEC
PC08,140000,3,24.09,1,Default,aug,WEC
PC08,140000,3,22.46,1,Default,aug,WEC
PC08,140000,3,22.89,1,Default,aug,WEC
PC08,140000,3,23.38,1,Default,aug,WEC
PC08,140000,3,20.31,1,Default,aug,WEC
PC08,140000,3,12.87,2,Default,aug,WEC
PC08,140000,3,13.4,2,Default,aug,WEC
PC08,140000,3,15.41,1,Default,aug,WEC
PC08,140000,3,11.05,1,Default,aug,WEC
PC08,140000,3,10.19,1,Default,aug,WEC
PC08,140000,3,12.9,1,Default,aug,WEC
PC11,140000,3,5.33,1,Default,aug,WEC
PC11,140000,3,5.75,1,Default,aug,WEC
PC11,140000,3,5.75,1,Default,aug,WEC
PC11,140000,3,9.78,1,Default,aug,WEC
PC11,140000,3,5.97,1,Default,aug,WEC
PC11,140000,3,1.67,1,Default,aug,WEC
PC11,140000,3,5.36,1,Default,aug,WEC
PC11,140000,3,5.26,1,Default,aug,WEC
PC11,140000,3,4.37,2,Default,aug,WEC
PC11,140000,3,4.37,2,Default,aug,WEC
PC11,140000,3,3.18,1,Default,aug,WEC
PC11,140000,3,5.47,1,Default,aug,WEC
PC11,140000,3,3.73,1,Default,aug,WEC
PC11,140000,3,5,1,Default,aug,WEC
PC11,140000,3,18.92,2,Default,aug,WEC
PC11,140000,3,15.71,1,Default,aug,WEC
PC11,140000,3,13.93,1,Default,aug,WEC
PC11,140000,3,15.75,1,Default,aug,WEC
PC11,140000,3,11.11,2,Default,aug,WEC
PC11,140000,3,21.16,1,Default,aug,WEC
PC14,140000,3,7.3,1,Default,aug,WEC
PC14,140000,3,5.76,1,Default,aug,WEC
PC14,140000,3,7.62,1,Default,aug,WEC
PC14,140000,3,6.56,1,Default,aug,WEC
PC14,140000,3,5.8,1,Default,aug,WEC
PC14,140000,3,10.6,1,Default,aug,WEC
PC14,140000,3,8.43,1,Default,aug,WEC
PC14,140000,3,5.67,2,Default,aug,WEC
PC14,140000,3,5.6,1,Default,aug,WEC
PC14,140000,3,8.09,2,Default,aug,WEC
PC14,140000,3,5.2,1,Default,aug,WEC
PC14,140000,3,6.36,1,Default,aug,WEC
PC14,140000,3,5.78,1,Default,aug,WEC
PC14,140000,3,8.93,2,Default,aug,WEC
PC14,140000,3,7.3,1,Default,aug,WEC
PC14,140000,3,13.06,1,Default,aug,WEC
PC14,140000,3,14.18,1,Default,aug,WEC
PC14,140000,3,10.6,1,Default,aug,WEC
PC14,140000,3,9.23,1,Default,aug,WEC
PC14,140000,3,11.17,1,Default,aug,WEC
PC14,140000,3,11.53,1,Default,aug,WEC
PC14,140000,3,10.01,1,Default,aug,WEC
PC14,140000,3,12.51,1,Default,aug,WEC
PC14,140000,3,15.1,2,Default,aug,WEC
PC14,140000,3,1.97,1,Default,aug,WEC
PC14,140000,3,1.92,1,Default,aug,WEC
PC14,140000,3,2.75,1,Default,aug,WEC
PC14,140000,3,3.7,1,Default,aug,WEC
PC14,140000,3,4.81,1,Default,aug,WEC
PC14,140000,3,14.54,1,Default,aug,WEC
PC14,140000,3,14.55,1,Default,aug,WEC
PC14,140000,3,3.22,1,Default,aug,WEC
PC14,140000,3,4.26,1,Default,aug,WEC
PC14,140000,3,3.06,1,Default,aug,WEC
PC14,140000,3,9.77,1,Default,aug,WEC
PC14,140000,3,8.72,1,Default,aug,WEC
PC14,140000,3,8.88,2,Default,aug,WEC
PC14,140000,3,9.48,1,Default,aug,WEC
PC14,140000,3,5.38,2,Default,aug,WEC
PC14,140000,3,15.49,1,Default,aug,WEC
PC14,140000,3,15.09,1,Default,aug,WEC
PC14,140000,3,14.88,1,Default,aug,WEC
PC14,140000,3,14.75,1,Default,aug,WEC
PC14,140000,3,17.32,2,Default,aug,WEC
PC14,140000,3,17.54,1,Default,aug,WEC
PC14,140000,3,16.66,1,Default,aug,WEC
PC16,140000,3,2.82,1,Default,aug,WEC
PC16,140000,3,2.64,1,Default,aug,WEC
PC16,140000,3,5.71,1,Default,aug,WEC
PC16,140000,3,8.46,1,Default,aug,WEC
PC16,140000,3,8.8,1,Default,aug,WEC
PC16,140000,3,9.9,1,Default,aug,WEC
PC16,140000,3,7.35,1,Default,aug,WEC
PC16,140000,3,8.26,1,Default,aug,WEC
PC16,140000,3,14.88,1,Default,aug,WEC
PC16,140000,3,7.73,1,Default,aug,WEC
PC16,140000,3,9.25,1,Default,aug,WEC
PC16,140000,3,10.32,1,Default,aug,WEC
PC16,140000,3,10.81,1,Default,aug,WEC
PC16,140000,3,13.4,2,Default,aug,WEC
PC16,140000,3,21.15,1,Default,aug,WEC
PC16,140000,3,20.67,1,Default,aug,WEC
PC16,140000,3,22.61,1,Default,aug,WEC
PC16,140000,3,30.43,1,Default,aug,WEC
PC16,140000,3,30.43,1,Default,aug,WEC
PC16,140000,3,64.65,1,Default,aug,WEC
PC16,140000,3,4.44,1,Default,aug,WEC
PC16,140000,3,4.89,1,Default,aug,WEC
PC16,140000,3,14.2,1,Default,aug,WEC
PC06,140000,3,4.1,7,Default,aug,ACM
PC06,140000,3,7.6,2,Default,aug,ACM
PC06,140000,3,14.4,4,Default,aug,ACM
PC06,140000,3,23.7,30,Default,aug,ACM
PC06,140000,3,45.9,4,Default,aug,ACM
PC06,140000,3,25.4,1,Default,aug,ACM
PC06,140000,3,50.7,4,Default,aug,ACM
PC06,140000,3,32.5,5,Default,aug,ACM
PC09,140000,3,11,2,Default,aug,ACM
PC09,140000,3,8.7,2,Default,aug,ACM
PC09,140000,3,15.9,2,Default,aug,ACM
PC09,140000,3,20.3,2,Default,aug,ACM
PC09,140000,3,23.8,1,Default,aug,ACM
PC09,140000,3,23.8,2,Default,aug,ACM
PC09,140000,3,21.9,1,Default,aug,ACM
PC09,140000,3,13.8,8,Default,aug,ACM
PC10,140000,3,11.6,6,Default,aug,ACM
PC10,140000,3,9,7,Default,aug,ACM
PC10,140000,3,4.1,8,Default,aug,ACM
PC10,140000,3,2.8,3,Default,aug,ACM
PC10,140000,3,9,3,Default,aug,ACM
PC10,140000,3,35.9,6,Default,aug,ACM
PC10,140000,3,64.3,15,Default,aug,ACM
PC10,140000,3,16.3,9,Default,aug,ACM
PC10,140000,3,7.7,1,Default,aug,ACM
PC10,140000,3,7.2,7,Default,aug,ACM
PC10,140000,3,12.1,11,Default,aug,ACM
PC10,140000,3,5.8,5,Default,aug,ACM
PC10,140000,3,11.3,1,Default,aug,ACM
PC10,140000,3,15.2,6,Default,aug,ACM
PC10,140000,3,20.3,2,Default,aug,ACM
PC15,140000,3,0,5,Default,aug,ACM
PC15,140000,3,27.1,3,Default,aug,ACM
PC15,140000,3,15.8,1,Default,aug,ACM
PC15,140000,3,31.7,2,Default,aug,ACM
PC15,140000,3,25.1,2,Default,aug,ACM
PC15,140000,3,18.6,13,Default,aug,ACM
PC15,140000,3,19.7,5,Default,aug,ACM
PC15,140000,3,19,2,Default,aug,ACM
PC15,140000,3,28.1,11,Default,aug,ACM
PC15,140000,3,35.7,2,Default,aug,ACM
PC15,140000,3,28.8,1,Default,aug,ACM
PC13,140000,3,4.8,4,Default,aug,ACM
PC13,140000,3,13.8,11,Default,aug,ACM
PC13,140000,3,21.2,1,Default,aug,ACM
PC13,140000,3,25.2,6,Default,aug,ACM
PC13,140000,3,37.8,4,Default,aug,ACM
PC13,140000,3,41.7,1,Default,aug,ACM
PC13,140000,3,8,2,Default,aug,ACM
PC13,140000,3,13.8,2,Default,aug,ACM
PC13,140000,3,12.5,12,Default,aug,ACM
PC13,140000,3,9.5,3,Default,aug,ACM
PC13,140000,3,10.8,1,Default,aug,ACM
PC12,140000,3,6.9,12,Default,aug,ACM
PC12,140000,3,7.6,10,Default,aug,ACM
PC12,140000,3,8.3,1,Default,aug,ACM
PC12,140000,3,16.6,5,Default,aug,ACM
PC12,140000,3,7.3,1,Default,aug,ACM
PC12,140000,3,21.3,3,Default,aug,ACM
