Sample.Label,Area,Effort,distance,size,Region.Label,month,OBs
PC03,140000,2,22.5,1,Default,nov,WEC
PC03,140000,2,15.4,1,Default,nov,WEC
PC03,140000,2,16.8,1,Default,nov,WEC
PC03,140000,2,25,3,Default,nov,WEC
PC03,140000,2,29,1,Default,nov,WEC
PC03,140000,2,6.9,1,Default,nov,WEC
PC05,140000,2,8.7,1,Default,nov,ACM
PC05,140000,2,4.7,1,Default,nov,ACM
PC05,140000,2,2.1,1,Default,nov,ACM
PC05,140000,2,10.5,1,Default,nov,ACM
PC05,140000,2,14.6,2,Default,nov,ACM
PC05,140000,2,17,1,Default,nov,ACM
PC05,140000,2,15.6,1,Default,nov,ACM
PC05,140000,2,10.1,5,Default,nov,ACM
PC06,140000,2,0,3,Default,nov,ACM
PC06,140000,2,11.1,3,Default,nov,ACM
PC06,140000,2,7.8,1,Default,nov,ACM
PC06,140000,2,8.5,7,Default,nov,ACM
PC06,140000,2,11.7,5,Default,nov,ACM
PC08,140000,2,7.8,1,Default,nov,WEC
PC08,140000,2,8.4,1,Default,nov,WEC
PC08,140000,2,5.8,2,Default,nov,WEC
PC08,140000,2,8.8,1,Default,nov,WEC
PC08,140000,2,14.7,1,Default,nov,WEC
PC08,140000,2,14.3,1,Default,nov,WEC
PC08,140000,2,22.5,1,Default,nov,WEC
PC08,140000,2,18,1,Default,nov,WEC
PC08,140000,2,22.1,1,Default,nov,WEC
PC08,140000,2,9.9,1,Default,nov,WEC
PC08,140000,2,2.8,1,Default,nov,WEC
PC08,140000,2,24.7,1,Default,nov,WEC
PC08,140000,2,23.7,4,Default,nov,WEC
PC09,140000,2,11.6,2,Default,nov,ACM
PC09,140000,2,11.5,2,Default,nov,ACM
PC09,140000,2,18.1,1,Default,nov,ACM
PC09,140000,2,14.8,2,Default,nov,ACM
PC09,140000,2,9.4,3,Default,nov,ACM
PC09,140000,2,6.7,1,Default,nov,ACM
PC09,140000,2,19.5,3,Default,nov,ACM
PC10,140000,2,2.4,4,Default,nov,ACM
PC10,140000,2,6.5,5,Default,nov,ACM
PC10,140000,2,9.9,3,Default,nov,ACM
PC10,140000,2,17.4,6,Default,nov,ACM
PC10,140000,2,4.9,5,Default,nov,ACM
PC10,140000,2,15.7,3,Default,nov,ACM
PC10,140000,2,7.6,8,Default,nov,ACM
PC10,140000,2,10.4,2,Default,nov,ACM
PC10,140000,2,9.9,1,Default,nov,ACM
PC10,140000,2,6.8,4,Default,nov,ACM
PC10,140000,2,11.7,6,Default,nov,ACM
PC10,140000,2,5.2,6,Default,nov,ACM
PC10,140000,2,0,4,Default,nov,ACM
PC11,140000,2,5.4,1,Default,nov,WEC
PC11,140000,2,4.4,1,Default,nov,WEC
PC11,140000,2,6.6,1,Default,nov,WEC
PC11,140000,2,5.1,2,Default,nov,WEC
PC11,140000,2,5.3,1,Default,nov,WEC
PC11,140000,2,4.8,1,Default,nov,WEC
PC11,140000,2,10.7,1,Default,nov,WEC
PC11,140000,2,7.7,1,Default,nov,WEC
PC11,140000,2,9.4,1,Default,nov,WEC
PC11,140000,2,20,1,Default,nov,WEC
PC11,140000,2,21.7,1,Default,nov,WEC
PC11,140000,2,6.4,1,Default,nov,WEC
PC11,140000,2,10.9,1,Default,nov,WEC
PC11,140000,2,6.4,1,Default,nov,WEC
PC11,140000,2,7,1,Default,nov,WEC
PC11,140000,2,6.6,2,Default,nov,WEC
PC11,140000,2,6.1,1,Default,nov,WEC
PC11,140000,2,7.9,1,Default,nov,WEC
PC11,140000,2,9.3,1,Default,nov,WEC
PC11,140000,2,5,1,Default,nov,WEC
PC13,140000,2,9.6,2,Default,nov,TAC
PC13,140000,2,15.2,3,Default,nov,TAC
PC13,140000,2,13,1,Default,nov,TAC
PC13,140000,2,13.1,1,Default,nov,TAC
PC13,140000,2,9.4,3,Default,nov,TAC
PC13,140000,2,11.7,2,Default,nov,TAC
PC13,140000,2,16,1,Default,nov,TAC
PC13,140000,2,10,1,Default,nov,TAC
PC13,140000,2,8.2,4,Default,nov,TAC
PC13,140000,2,10.7,1,Default,nov,TAC
PC13,140000,2,15,4,Default,nov,TAC
PC13,140000,2,14,1,Default,nov,TAC
PC13,140000,2,16.2,3,Default,nov,TAC
PC13,140000,2,13,1,Default,nov,TAC
PC14,140000,2,1,1,Default,nov,TAC
PC14,140000,2,2.1,2,Default,nov,TAC
PC14,140000,2,4.5,3,Default,nov,TAC
PC14,140000,2,4.8,3,Default,nov,TAC
PC14,140000,2,8,4,Default,nov,TAC
PC14,140000,2,8.5,1,Default,nov,TAC
PC14,140000,2,11,4,Default,nov,TAC
PC14,140000,2,5.5,2,Default,nov,TAC
PC14,140000,2,2.8,1,Default,nov,TAC
PC14,140000,2,11,4,Default,nov,TAC
PC14,140000,2,12,4,Default,nov,TAC
PC14,140000,2,13.3,2,Default,nov,TAC
PC14,140000,2,2.8,1,Default,nov,TAC
PC14,140000,2,12.8,1,Default,nov,TAC
PC14,140000,2,21,3,Default,nov,TAC
PC15,140000,2,0,2,Default,nov,TAC
PC15,140000,2,3,4,Default,nov,TAC
PC15,140000,2,5.5,1,Default,nov,TAC
PC15,140000,2,19.7,5,Default,nov,TAC
PC15,140000,2,21.1,4,Default,nov,TAC
PC16,140000,2,3,1,Default,nov,TAC
PC16,140000,2,4.3,1,Default,nov,TAC
PC16,140000,2,9.8,3,Default,nov,TAC
PC16,140000,2,10.4,2,Default,nov,TAC
PC16,140000,2,9.5,1,Default,nov,TAC
PC16,140000,2,4.4,1,Default,nov,TAC
PC16,140000,2,3.2,1,Default,nov,TAC
PC16,140000,2,9.4,2,Default,nov,TAC
PC16,140000,2,10.5,2,Default,nov,TAC
PC16,140000,2,7.4,1,Default,nov,TAC
PC16,140000,2,9,1,Default,nov,TAC
PC16,140000,2,20,10,Default,nov,TAC
PC16,140000,2,5,1,Default,nov,TAC
PC16,140000,2,5.2,2,Default,nov,TAC
PC16,140000,2,22,2,Default,nov,TAC
PC16,140000,2,33,1,Default,nov,TAC
